Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID
ID207,https://www.cdiscount.com/,impr ,7475811,6822384,1627328,4469617,7647934,1643894574395,NULL,9230951,USER_ID6,1355808
ID208,https://shopping.google.fr/,impr2,6424265,8789944,8075724,8461144,2043645,1643894574495,CLICK,8426049,USER_ID1,2708377
ID209,https://www.amazon.fr/,"impr,",3241467,1911262,4754645,3447351,4709087,1643894574596,NULL,2288709,USER_ID3,7365761
ID210,https://fr.aliexpress.com/,"impr,",9671080,5097058,4421553,3183459,1875576,1643894574729,CONVERSION,6398068,USER_ID6,9637967
ID211,https://fr.aliexpress.com/,impr3,1962745,9243476,3372412,6003140,9990396,1643894574827,CLICK,7745867,USER_ID1,5682366
ID212,https://shopping.google.fr/,impr8,4944257,5754961,6760199,6330199,5914411,1643894574924,NULL,2060350,USER_ID1,3485608
ID213,https://shopping.google.fr/,impr6,4590551,2959677,7860681,9438555,5524111,1643894575026,CONVERSION,9827616,USER_ID2,17562
ID214,https://www.cdiscount.com/,impr ,4390720,2878761,647894,7596648,6177563,1643894575124,NULL,1519294,USER_ID7,541148
ID215,https://www.cdiscount.com/,impr5,4378125,4342434,4350366,4552655,4124904,1643894575225,NULL,8154644,USER_ID2,7697837
ID216,https://shopping.google.fr/,impr3,3438560,5424183,1839512,7898128,7867720,1643894575359,CONVERSION,8934902,"USER_ID,",8964551
ID217,https://fr.aliexpress.com/,impr5,139655,4728575,5108177,2986213,8725626,1643894575483,CONVERSION,8758107,USER_ID1,2410907
ID218,https://www.cdiscount.com/,impr0,8563017,1042066,8690880,8991946,931099,1643894575591,VIEW,5264851,USER_ID1,898201
ID219,https://www.amazon.fr/,impr7,9070216,7235521,1768194,5138823,3239467,1643894575691,CLICK,2815576,USER_ID0,3245889
ID220,https://www.cdiscount.com/,impr9,2769707,6538987,472867,4752161,490389,1643894575790,NULL,8275585,USER_ID4,3584947
ID221,https://fr.aliexpress.com/,impr ,7350927,5389048,604553,1944139,6412363,1643894575892,VIEW,5732347,USER_ID9,5082972
ID222,https://www.cdiscount.com/,impr5,9510734,4250213,1575607,6810744,3025404,1643894575995,CONVERSION,1606325,USER_ID1,2723554
ID223,https://www.cdiscount.com/,impr2,7710379,2704599,5231931,789828,8442163,1643894576098,CONVERSION,9227673,"USER_ID,",955324
ID224,https://shopping.google.fr/,impr0,2959876,7959425,2936137,9639715,4340520,1643894576232,CLICK,2076571,USER_ID4,7816629
ID225,https://www.amazon.fr/,impr1,2373151,5249266,3018025,7679906,110240,1643894576330,CLICK,5172652,USER_ID4,705699
ID226,https://www.cdiscount.com/,impr7,8355414,4097605,1682867,2109018,4262524,1643894576449,CLICK,8855713,USER_ID7,9623576
ID227,https://www.amazon.fr/,impr7,2204606,4980859,7769640,4214994,1154684,1643894576580,CONVERSION,2653846,USER_ID5,8803240
ID228,https://www.amazon.fr/,impr4,3726967,6464438,5518085,7630752,9272987,1643894576747,NULL,5334760,USER_ID4,3971526
ID229,https://fr.aliexpress.com/,impr5,2580548,2772466,5115864,2809185,3778286,1643894577000,CLICK,5866521,"USER_ID,",7518343
ID230,https://fr.aliexpress.com/,impr0,9687514,461704,3272442,4386762,7843732,1643894577119,CLICK,2349158,USER_ID0,9803719
ID231,https://fr.aliexpress.com/,impr2,497157,1362325,5945384,9302546,4665925,1643894577238,NULL,4647854,USER_ID1,3043543
ID232,https://www.amazon.fr/,impr3,2690440,3981155,5501392,5021594,4595455,1643894577340,NULL,433609,USER_ID1,2653847
ID233,https://www.cdiscount.com/,impr2,8201243,4154041,7217863,5682963,5991653,1643894577437,NULL,7144074,USER_ID1,5236494
ID234,https://www.cdiscount.com/,impr ,9468433,8179620,4124632,5661418,6262801,1643894577536,CLICK,2625435,USER_ID6,9297015
ID235,https://shopping.google.fr/,impr5,6093656,5952453,4904846,1366804,1193712,1643894577656,CLICK,1161336,USER_ID6,2380362
ID236,https://www.amazon.fr/,impr0,5237145,5821389,3389453,9862557,6064329,1643894577810,NULL,1335048,USER_ID3,2175087
ID237,https://www.amazon.fr/,impr6,4028309,7568821,7263261,9130443,2084486,1643894577924,CONVERSION,6341174,USER_ID1,4208735
ID238,https://www.amazon.fr/,impr8,460899,8588284,3844212,9092506,2607907,1643894578047,VIEW,7237620,"USER_ID,",1704758
ID239,https://www.cdiscount.com/,impr3,7492757,2325048,5363382,5901852,7739277,1643894578170,NULL,6599540,USER_ID6,7755174
ID240,https://www.cdiscount.com/,impr4,8989622,609988,3383856,6854016,6948984,1643894578279,CONVERSION,6869369,USER_ID ,4450885
ID241,https://www.cdiscount.com/,impr5,3596610,8838100,5241455,1778784,16355,1643894578376,CONVERSION,181307,USER_ID2,6723627
ID242,https://fr.aliexpress.com/,impr ,6152278,9835364,666652,9053558,3731803,1643894578471,NULL,6434359,USER_ID8,5416759
ID243,https://www.cdiscount.com/,impr8,8560552,3716695,7023553,4768154,6450017,1643894578598,CONVERSION,9122427,USER_ID6,2028230
ID244,https://www.amazon.fr/,impr ,6623427,5130370,1392680,5388545,9159111,1643894578715,CONVERSION,7177088,USER_ID ,4025055
ID245,https://fr.aliexpress.com/,"impr,",7262235,2697494,4776019,954942,4927863,1643894578816,VIEW,7421551,USER_ID7,6495297
ID246,https://fr.aliexpress.com/,impr5,796039,3635059,6082432,7782187,725058,1643894578931,CLICK,90369,USER_ID8,1277444
ID247,https://fr.aliexpress.com/,impr8,7908808,7800212,6502749,5049256,1026123,1643894579065,CONVERSION,4800487,USER_ID ,9767558
ID248,https://shopping.google.fr/,impr1,1260799,3304151,6285983,1569244,5093231,1643894579179,VIEW,659407,USER_ID2,2768202
ID249,https://www.amazon.fr/,impr1,7120532,4635871,2954005,3354942,2452474,1643894579349,CLICK,993428,USER_ID2,1992690
ID250,https://shopping.google.fr/,impr7,1068615,1774745,6010118,2744888,6543108,1643894579481,CLICK,754164,USER_ID ,7616717
ID251,https://www.cdiscount.com/,impr3,3087489,6861048,368999,5302828,2081165,1643894579606,CONVERSION,9484032,USER_ID3,2335250
ID252,https://www.amazon.fr/,impr5,6028262,1029862,2578644,1932081,9860356,1643894579737,NULL,9563057,USER_ID2,7816393
ID253,https://fr.aliexpress.com/,impr4,1060454,2045356,9678228,5041271,1618637,1643894579858,CLICK,5573169,USER_ID9,1445620
ID254,https://www.amazon.fr/,impr3,3819532,7136052,6081478,4911432,2594629,1643894579960,CLICK,2253290,USER_ID1,1723562
ID255,https://shopping.google.fr/,impr2,7831335,6479831,1953056,2440234,7712111,1643894580064,CLICK,5935944,USER_ID7,7046519
ID256,https://www.cdiscount.com/,impr ,6956071,814678,8511279,573607,3283146,1643894580169,VIEW,1759118,USER_ID9,6705160
ID257,https://fr.aliexpress.com/,"impr,",8740917,4306542,7029086,9976816,6600296,1643894580282,CLICK,5626720,USER_ID8,83311
ID258,https://fr.aliexpress.com/,impr4,3471422,4257522,4525080,4758806,1161900,1643894580423,VIEW,6497455,USER_ID1,8827793
ID259,https://www.cdiscount.com/,impr7,3209548,5403629,2136338,5301620,4039413,1643894580569,NULL,4884492,USER_ID5,2485656
ID260,https://shopping.google.fr/,impr6,8631643,808181,7370220,6367080,8264212,1643894580672,CONVERSION,4348080,USER_ID2,1109911
ID261,https://www.cdiscount.com/,impr ,2388869,837458,8267762,5922177,8746556,1643894580802,CONVERSION,6238226,USER_ID7,8229546
ID262,https://fr.aliexpress.com/,impr ,9715113,8406268,4337239,418563,7584868,1643894581226,CLICK,6797714,USER_ID9,2481938
ID263,https://www.amazon.fr/,impr2,815040,2588606,820253,5839262,8822770,1643894581488,CONVERSION,5682749,USER_ID2,3224797
ID264,https://fr.aliexpress.com/,impr9,1745248,6721467,8308688,8897544,5064508,1643894581657,CLICK,4503493,USER_ID2,7674550
ID265,https://www.amazon.fr/,impr6,3533700,625948,7512537,3004659,9482926,1643894581850,CLICK,5503288,USER_ID ,996457
ID266,https://www.amazon.fr/,impr2,6449733,7092107,568660,940484,4950811,1643894582029,CLICK,4190709,USER_ID5,9584931
ID267,https://fr.aliexpress.com/,impr5,6344824,3790108,5846656,2749135,5341410,1643894582167,NULL,8290702,USER_ID8,4159656
ID268,https://www.amazon.fr/,impr0,3350810,5936388,1554085,7420832,6902770,1643894582308,CLICK,6777819,USER_ID ,1581433
ID269,https://www.cdiscount.com/,impr2,1921823,6051691,880398,2379132,8467425,1643894582451,CONVERSION,839330,USER_ID7,1589407
ID270,https://shopping.google.fr/,impr9,5368824,9182687,2510324,5842684,2728709,1643894582566,CONVERSION,9162805,USER_ID2,6194287
ID271,https://fr.aliexpress.com/,impr5,2356572,7123081,1902736,6914985,8959111,1643894582686,VIEW,3233099,USER_ID0,7538603
ID272,https://shopping.google.fr/,impr7,1763825,6143916,4425763,3581925,9134791,1643894582818,NULL,8240731,"USER_ID,",3455901
ID273,https://shopping.google.fr/,impr2,7301730,2904221,5892355,414252,7206150,1643894583108,CLICK,8149347,USER_ID0,1347734
ID274,https://www.cdiscount.com/,impr0,7691546,4097811,1580071,846002,3950452,1643894583207,CONVERSION,2783884,USER_ID9,844798
ID275,https://shopping.google.fr/,impr ,6783671,707474,6786004,1007268,9749822,1643894583307,NULL,3049270,USER_ID8,2910105
ID276,https://www.amazon.fr/,impr ,338208,5480203,1857635,2255980,2410831,1643894583409,VIEW,2154833,"USER_ID,",7272121
ID277,https://www.amazon.fr/,impr6,321910,8979728,3604262,598100,4184314,1643894583523,NULL,3200149,"USER_ID,",4402480
ID278,https://www.amazon.fr/,impr5,8283706,7640145,2182018,5716194,1982238,1643894583640,CLICK,9327112,USER_ID ,6336933
ID279,https://www.cdiscount.com/,impr ,9642792,9014276,486211,7767574,7049235,1643894583745,CONVERSION,1695231,USER_ID0,8940126
ID280,https://shopping.google.fr/,impr7,6200649,7661152,978666,9519601,9537916,1643894583882,VIEW,1458338,USER_ID4,8869341
ID281,https://www.amazon.fr/,"impr,",7769210,9624544,1452854,9438102,3790667,1643894583999,VIEW,1266561,USER_ID4,6698953
ID282,https://www.cdiscount.com/,impr9,2380127,3933214,6805516,9838288,1060279,1643894584124,VIEW,7804309,USER_ID2,2681823
ID283,https://www.cdiscount.com/,impr0,7869559,7869058,7459020,2051571,8585934,1643894584222,NULL,6071423,USER_ID4,7885192
ID284,https://fr.aliexpress.com/,impr3,2044635,5026063,4869623,3018083,7748091,1643894584321,CONVERSION,2308073,USER_ID3,4459718
ID285,https://www.amazon.fr/,impr ,8571483,2755227,6955815,3631627,8922568,1643894584420,NULL,416423,"USER_ID,",6809883
ID286,https://www.amazon.fr/,impr8,7196629,1092785,5394325,4410748,8636235,1643894584521,CONVERSION,9409865,USER_ID7,6405956
ID287,https://www.amazon.fr/,impr2,820222,1603246,9642902,8598243,3183048,1643894584628,CLICK,3111992,USER_ID5,32193
ID288,https://www.cdiscount.com/,impr7,7134005,7364646,795950,278055,3108267,1643894584761,CONVERSION,539800,USER_ID4,5984707
ID289,https://www.cdiscount.com/,impr7,4805405,8644928,5591076,5024298,9302000,1643894584887,CLICK,3167604,USER_ID ,3763480
ID290,https://shopping.google.fr/,impr3,2186381,5569837,9126849,1414627,9025861,1643894584993,CLICK,535995,USER_ID5,9061207
ID291,https://fr.aliexpress.com/,impr1,8134606,5872259,9629238,8151075,7093191,1643894585123,CONVERSION,7897480,USER_ID4,2549800
ID292,https://shopping.google.fr/,impr3,5307403,6042628,4558266,2256161,1800686,1643894585239,CONVERSION,605576,USER_ID1,9195871
ID293,https://fr.aliexpress.com/,impr ,7747037,518799,4684549,3265757,1290773,1643894585338,VIEW,7467205,USER_ID4,5477791
ID294,https://www.cdiscount.com/,impr4,7267418,5149880,9655257,2294458,1929073,1643894585439,VIEW,8437207,USER_ID8,2008915
ID295,https://www.amazon.fr/,impr2,2797166,2188714,4710673,1833236,7086899,1643894585610,CLICK,608779,USER_ID6,8874458
ID296,https://fr.aliexpress.com/,"impr,",8921923,3107261,9526870,200432,6241123,1643894585772,CLICK,4891298,USER_ID3,7822241
ID297,https://www.cdiscount.com/,impr2,4561141,2834021,2335187,4631091,7089264,1643894585888,NULL,4794330,USER_ID3,8139632
ID298,https://www.cdiscount.com/,impr2,4781511,7914709,3201193,1148976,1160012,1643894585981,CLICK,3661850,USER_ID5,6709242
ID299,https://www.amazon.fr/,impr8,2658414,9193886,1085375,9500814,3840944,1643894586081,NULL,2982668,USER_ID ,9369201
ID300,https://shopping.google.fr/,impr4,1568138,8385338,9898865,5001565,5379607,1643894586203,CONVERSION,2157886,USER_ID6,6495009
ID301,https://fr.aliexpress.com/,impr5,9390748,8353203,794390,9107338,4980167,1643894586304,VIEW,4829105,USER_ID5,7239762
ID302,https://shopping.google.fr/,impr9,2578315,8163787,6608411,893384,3682332,1643894586423,CLICK,7495612,USER_ID9,2805361
ID303,https://fr.aliexpress.com/,impr ,3504467,7733300,6868429,1397512,7392443,1643894586536,CLICK,6372688,USER_ID0,6672198
ID304,https://www.cdiscount.com/,"impr,",6023998,8439517,8791993,5880238,1552459,1643894586635,CLICK,1751137,USER_ID4,6766530
ID305,https://shopping.google.fr/,impr2,8175999,5016426,2040016,707931,8201180,1643894586736,NULL,1479908,USER_ID2,9989589
ID306,https://www.amazon.fr/,impr3,7115232,8348787,8118931,9820412,9298109,1643894586838,CLICK,4104155,USER_ID3,3945538
ID307,https://www.amazon.fr/,impr ,2144568,7392817,907590,4150859,7596821,1643894586939,CONVERSION,6639812,USER_ID6,1372092
ID308,https://www.amazon.fr/,impr4,9493811,780458,6067745,4077489,795286,1643894587053,CLICK,2070813,USER_ID1,7448188
ID309,https://www.cdiscount.com/,"impr,",1072399,1899055,637446,1202027,5025355,1643894587169,NULL,198458,"USER_ID,",4501859
ID310,https://shopping.google.fr/,"impr,",3187059,2682542,290409,7974148,9896356,1643894587262,CONVERSION,7578064,USER_ID2,1654189
ID311,https://www.cdiscount.com/,"impr,",7224835,8054260,6560070,4138863,1252262,1643894587361,CLICK,913726,USER_ID8,205840
ID312,https://www.amazon.fr/,impr1,8955066,4898080,1308351,7918488,7887111,1643894587458,NULL,1205565,USER_ID ,4318461
ID313,https://www.amazon.fr/,impr ,2387574,7762715,471630,4909418,866219,1643894587551,CLICK,9427120,USER_ID0,2807627
ID314,https://www.cdiscount.com/,impr2,7559471,6338543,8304194,1494960,383682,1643894587658,NULL,3191192,USER_ID9,8417941
ID315,https://www.amazon.fr/,impr6,995657,2527266,6888937,6277211,8851361,1643894587775,CONVERSION,266971,USER_ID8,2945418
ID316,https://shopping.google.fr/,impr6,4327117,6402038,3767564,4652772,7110048,1643894587880,CLICK,9575221,USER_ID1,8038513
ID317,https://www.cdiscount.com/,impr4,7242714,6543573,2343295,2167394,661589,1643894588007,CONVERSION,714278,USER_ID5,9266679
ID318,https://shopping.google.fr/,impr3,4070094,5992177,7089725,3743679,2799645,1643894588122,VIEW,3113721,"USER_ID,",6918831
ID319,https://shopping.google.fr/,impr8,5672085,140828,1359602,2094844,3231046,1643894588221,CLICK,125848,USER_ID7,4495797
ID320,https://www.amazon.fr/,impr4,865816,2602760,943162,2419402,3407264,1643894588325,NULL,5387908,USER_ID6,4446511
ID321,https://www.amazon.fr/,impr4,7513409,249672,8689537,7656995,3810768,1643894588425,NULL,1623832,USER_ID5,811808
ID322,https://www.amazon.fr/,impr5,2851144,728438,4996775,9363864,6857745,1643894588544,VIEW,5423019,USER_ID6,1083482
ID323,https://shopping.google.fr/,impr8,7873811,928791,9324557,1488481,8085537,1643894588660,NULL,1952409,"USER_ID,",1215721
ID324,https://www.amazon.fr/,impr5,3379802,3436834,6252407,6024659,2053849,1643894588756,VIEW,8670781,USER_ID2,7153783
ID325,https://shopping.google.fr/,"impr,",58910,8501673,4594148,2285396,6423494,1643894588857,NULL,6259902,USER_ID0,1794985
ID326,https://shopping.google.fr/,impr ,8255722,4538084,8306577,6597209,1318874,1643894588956,CLICK,6169854,"USER_ID,",8755315
ID327,https://www.cdiscount.com/,impr0,3185126,9316272,8968844,2714325,8346784,1643894589086,NULL,8866778,USER_ID5,5982799
ID328,https://shopping.google.fr/,impr9,9373263,7785969,3470711,2750711,2927840,1643894589258,NULL,6373857,USER_ID7,9551317
ID329,https://fr.aliexpress.com/,"impr,",2691292,648882,9263873,3809329,1692868,1643894589389,CLICK,9990188,USER_ID3,9713525
ID330,https://www.amazon.fr/,impr ,4791555,9644239,5529820,5216177,1039528,1643894589612,NULL,635468,USER_ID3,8385369
ID331,https://shopping.google.fr/,impr9,2003051,6596316,8989866,9356743,9482815,1643894589778,VIEW,1863070,USER_ID1,6955216
ID332,https://shopping.google.fr/,"impr,",9734384,5507810,8787263,3926857,9172358,1643894590008,CLICK,1504630,USER_ID ,2292357
ID333,https://shopping.google.fr/,impr4,9842291,6308449,8778282,6763771,1596656,1643894590129,CONVERSION,9504979,USER_ID5,9620574
ID334,https://shopping.google.fr/,impr1,9892031,137983,1906238,4780739,7987829,1643894590245,NULL,7551006,USER_ID6,7294958
ID335,https://shopping.google.fr/,impr0,5661077,9924551,9936413,6022655,8382758,1643894590368,VIEW,6445659,USER_ID1,3769105
ID336,https://www.amazon.fr/,impr8,2586184,5313474,1450663,7877393,1953828,1643894590539,CLICK,4888404,"USER_ID,",3218369
ID337,https://shopping.google.fr/,impr7,7436495,3701017,783470,1766244,3173755,1643894590777,CONVERSION,1561884,USER_ID4,1163398
ID338,https://fr.aliexpress.com/,impr6,2085131,259389,6284062,4065009,6428732,1643894590896,VIEW,4934382,USER_ID ,7000857
ID339,https://shopping.google.fr/,impr1,3415448,4473265,8459836,7731931,6300511,1643894591003,CONVERSION,7902639,USER_ID3,6482251
ID340,https://www.cdiscount.com/,impr8,4911005,3709688,8767747,9968270,2763832,1643894591126,NULL,4452288,USER_ID1,3323211
ID341,https://fr.aliexpress.com/,impr5,3750520,4862677,164813,9144298,4452912,1643894591243,VIEW,3344358,USER_ID3,3327313
ID342,https://www.cdiscount.com/,impr1,1406690,8454970,6504902,7478742,5189547,1643894591365,CONVERSION,5656442,USER_ID7,1020702
ID343,https://www.amazon.fr/,impr8,9178661,3617419,6040385,2964363,9066186,1643894591463,NULL,8926501,USER_ID1,8245449
ID344,https://fr.aliexpress.com/,impr4,7190086,8237210,6756389,1893531,9102518,1643894591580,VIEW,4043489,USER_ID9,9833280
ID345,https://www.cdiscount.com/,impr1,9919952,1253464,4892742,327081,3281504,1643894591696,CONVERSION,4501976,"USER_ID,",9875921
ID346,https://fr.aliexpress.com/,"impr,",8993609,2757344,8774881,8339093,7562746,1643894591802,NULL,1040138,USER_ID3,5045587
ID347,https://shopping.google.fr/,impr ,1161888,6926682,2752898,6093755,2356034,1643894591899,CLICK,9660659,USER_ID5,5406856
ID348,https://fr.aliexpress.com/,"impr,",7554242,4731126,6787150,3366141,8488413,1643894592033,VIEW,7954946,USER_ID2,7610441
ID349,https://www.amazon.fr/,impr0,9153672,6619574,6512355,2556585,2665857,1643894592158,CONVERSION,9835638,USER_ID8,1246436
ID350,https://www.amazon.fr/,impr4,8506698,8186722,7323269,4830574,4633504,1643894592258,NULL,6005071,USER_ID5,326862
ID351,https://www.amazon.fr/,impr5,3904639,6317606,9082992,3660157,9859115,1643894592355,CLICK,6727588,USER_ID8,887749
ID352,https://fr.aliexpress.com/,impr4,9925506,6858126,2088677,7345407,9921891,1643894592455,NULL,4554388,USER_ID1,7294375
ID353,https://www.amazon.fr/,impr9,2840880,5798030,3699506,2945221,7940204,1643894592575,CONVERSION,6345176,USER_ID3,8532876
ID354,https://www.amazon.fr/,impr3,4157392,4881062,9996590,4329802,177911,1643894592681,VIEW,9424397,USER_ID1,3945384
ID355,https://fr.aliexpress.com/,impr4,7147789,522388,3165274,7370101,8212439,1643894592780,CLICK,8684004,USER_ID0,5514448
ID356,https://fr.aliexpress.com/,"impr,",2612545,5798200,4822855,8972329,189399,1643894592875,NULL,442789,USER_ID5,3562473
ID357,https://www.cdiscount.com/,impr6,8988183,2671159,9203836,3900521,8183411,1643894592974,CONVERSION,122962,USER_ID2,5307603
ID358,https://www.amazon.fr/,impr0,5739581,8117943,8040090,6806294,5659568,1643894593101,CLICK,4686174,USER_ID ,4743523
ID359,https://shopping.google.fr/,impr8,6518011,4129833,3591030,1793521,4411945,1643894593201,NULL,1596338,USER_ID5,3016033
ID360,https://www.cdiscount.com/,impr ,5133859,7474419,6790180,3276056,6849357,1643894593326,CONVERSION,4319741,USER_ID7,3539249
ID361,https://www.cdiscount.com/,impr5,5588319,1109219,8862038,3622884,8919798,1643894593445,NULL,7777214,USER_ID1,7996946
ID362,https://fr.aliexpress.com/,impr7,2160563,4793772,1371682,3479127,3153724,1643894593548,CONVERSION,5082335,USER_ID5,230275
ID363,https://www.amazon.fr/,"impr,",8887964,987479,2832873,6117790,7763474,1643894593648,CLICK,4735377,USER_ID6,5525587
ID364,https://www.amazon.fr/,impr8,7736701,5226950,3722033,7199884,4610310,1643894593745,VIEW,7811816,USER_ID0,317206
ID365,https://www.cdiscount.com/,impr5,7617059,8097765,3182401,629648,1709762,1643894593842,CONVERSION,3639106,USER_ID2,4045983
ID366,https://fr.aliexpress.com/,impr0,2138433,159632,550038,4238331,5132057,1643894593974,NULL,4097963,USER_ID8,2420992
ID367,https://fr.aliexpress.com/,impr6,1036646,8268992,3290546,3117816,839098,1643894594077,VIEW,7353106,USER_ID ,1265999
ID368,https://www.amazon.fr/,impr ,8433242,7783983,7964657,4489390,1851369,1643894594235,VIEW,6009803,USER_ID8,1732608
ID369,https://shopping.google.fr/,impr4,3086308,2400543,4168942,3276846,336492,1643894594373,VIEW,8203721,USER_ID4,1212495
ID370,https://www.cdiscount.com/,impr4,5026981,3957669,4942370,5961618,5548166,1643894594478,CONVERSION,3300371,USER_ID4,2094844
ID371,https://www.cdiscount.com/,impr7,5158047,6787103,4688279,7065523,187522,1643894594578,CONVERSION,4614807,USER_ID1,9059974
ID372,https://www.cdiscount.com/,impr4,9751599,2699871,5800398,1178637,6582262,1643894594679,CLICK,147870,USER_ID3,667575
ID373,https://www.cdiscount.com/,impr1,5136169,6697037,988054,2542496,271959,1643894594789,NULL,4098953,USER_ID6,7978062
ID374,https://fr.aliexpress.com/,impr1,5156830,8768539,1088858,6795185,2860394,1643894594904,CLICK,6926289,USER_ID ,5310290
ID375,https://www.cdiscount.com/,impr ,9697777,5137401,7425633,5462318,3573938,1643894595009,VIEW,3743325,USER_ID8,2733488
ID376,https://shopping.google.fr/,impr4,6258831,594235,4326625,9198532,4336244,1643894595138,VIEW,5588975,USER_ID5,1596954
ID377,https://www.cdiscount.com/,impr0,2877322,1758290,3670354,1695504,4126105,1643894595251,CONVERSION,4133826,USER_ID9,7544220
ID378,https://fr.aliexpress.com/,impr9,2267691,6948869,3084790,697744,5938135,1643894595410,NULL,3038502,USER_ID8,6439250
ID379,https://www.amazon.fr/,impr7,900820,2770721,6357307,221419,3866858,1643894595568,CLICK,2393037,USER_ID3,2174434
ID380,https://shopping.google.fr/,impr1,876989,3562354,2272839,4675521,9222302,1643894595670,NULL,5137913,USER_ID8,392371
ID381,https://shopping.google.fr/,impr3,8607915,3665750,7673716,6828670,3859368,1643894595776,VIEW,5865965,USER_ID6,5016165
ID382,https://shopping.google.fr/,impr4,3732656,8134809,2304288,9465448,6029241,1643894595913,CLICK,6001521,USER_ID1,7524705
ID383,https://fr.aliexpress.com/,impr0,7263152,3518080,4188665,7179435,6442489,1643894596020,CONVERSION,3433370,USER_ID4,5189939
ID384,https://fr.aliexpress.com/,impr8,7125114,6433272,3625357,598118,6268023,1643894596118,VIEW,1221343,USER_ID1,9777838
ID385,https://www.amazon.fr/,"impr,",921328,9919921,9762226,9862888,8470137,1643894596220,VIEW,9169801,USER_ID2,3375763
ID386,https://www.amazon.fr/,impr8,2402913,4691337,7843313,57120,4612738,1643894596322,CONVERSION,9232006,USER_ID7,3320436
ID387,https://www.amazon.fr/,impr7,7237919,2978988,5517855,736950,9692967,1643894596446,NULL,9144209,USER_ID ,5395066
ID388,https://www.cdiscount.com/,impr6,2668,5172331,292811,3145555,4510498,1643894596558,NULL,6825947,USER_ID2,8799463
ID389,https://www.amazon.fr/,impr1,9343850,2031809,4804915,1748972,4269506,1643894596660,CONVERSION,8940414,USER_ID7,8062347
ID390,https://fr.aliexpress.com/,impr6,1432307,3296643,1895591,1901841,8554029,1643894596742,NULL,5074830,USER_ID4,4934772
ID391,https://fr.aliexpress.com/,impr6,4039771,2083823,8055183,7770621,8473690,1643894596883,CLICK,699550,USER_ID2,8954675
ID392,https://www.amazon.fr/,impr ,5674826,5867143,157097,7667394,3433824,1643894596972,CLICK,9139859,USER_ID0,2709484
ID393,https://fr.aliexpress.com/,"impr,",9249694,6710064,8099656,1001207,5665535,1643894597068,VIEW,1180419,USER_ID6,3544786
ID394,https://shopping.google.fr/,impr ,887343,8609683,4784918,994339,4295181,1643894597182,NULL,9780567,USER_ID5,603107
ID395,https://fr.aliexpress.com/,"impr,",1530133,7204882,8320695,8749272,8910984,1643894597295,CLICK,5469126,USER_ID1,3505210
ID396,https://fr.aliexpress.com/,impr8,4398610,2970258,4903856,8398876,29733,1643894597391,CONVERSION,4909250,USER_ID ,2726886
ID397,https://shopping.google.fr/,impr8,5729763,417490,2259559,1949983,2025478,1643894597490,CLICK,1461038,USER_ID6,7942989
ID398,https://www.amazon.fr/,impr7,6556466,1317537,6400069,4479125,568831,1643894597590,CLICK,6569003,USER_ID4,961957
ID399,https://fr.aliexpress.com/,impr5,6924513,9552536,6502400,3566970,8254935,1643894597712,VIEW,2497543,USER_ID0,102240
ID400,https://www.cdiscount.com/,impr3,2444105,4005899,5344519,7383743,6058288,1643894597819,NULL,450305,"USER_ID,",8920573
ID401,https://fr.aliexpress.com/,impr0,4883890,2244974,1434907,1773195,3103924,1643894597919,CONVERSION,5492426,USER_ID0,637407
ID402,https://shopping.google.fr/,impr7,6161378,5440323,8722725,2939240,3543100,1643894598032,CONVERSION,5363195,"USER_ID,",1273780
ID403,https://fr.aliexpress.com/,impr9,6360778,760099,6312118,1257208,3630828,1643894598171,CONVERSION,789308,USER_ID6,2636667
ID404,https://fr.aliexpress.com/,impr0,9770519,6449933,166900,942879,8202564,1643894598287,CLICK,4418796,USER_ID9,4913691
ID405,https://www.amazon.fr/,impr6,5930622,9069891,5881403,5115206,7696908,1643894598530,CLICK,9386500,USER_ID0,6080156
ID406,https://shopping.google.fr/,impr8,6445158,2144973,8070022,38819,451792,1643894598761,NULL,5519496,USER_ID0,5535455
ID407,https://www.cdiscount.com/,impr9,1552382,1882220,7815993,5271014,6335630,1643894598861,NULL,335548,USER_ID ,6220535
ID408,https://www.cdiscount.com/,impr9,7569464,877154,7153999,6615393,4519446,1643894598958,VIEW,4942701,USER_ID8,7123787
ID409,https://shopping.google.fr/,"impr,",601167,9105752,3690389,6950749,8609000,1643894599057,CONVERSION,1388330,USER_ID1,477502
ID410,https://fr.aliexpress.com/,impr5,1850361,3656666,9812090,8666212,8274243,1643894599154,VIEW,9965658,USER_ID2,7171730
ID411,https://www.cdiscount.com/,impr8,2858090,207297,1596821,2942639,5018846,1643894599253,CONVERSION,8757457,USER_ID ,5486212
ID412,https://fr.aliexpress.com/,impr4,7710848,685927,2973974,2357235,1378476,1643894599352,CLICK,2886160,USER_ID ,4813713
ID413,https://shopping.google.fr/,impr ,6452472,2461190,8425689,3437780,8754080,1643894599452,CONVERSION,467732,USER_ID9,8789146
ID414,https://shopping.google.fr/,impr6,8745845,3491793,8795336,2588525,5136398,1643894599548,VIEW,6326261,USER_ID2,7688916
ID415,https://shopping.google.fr/,impr ,8779253,8395082,5791985,3107072,5894880,1643894599646,CONVERSION,6699984,USER_ID4,4835262
