Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID,Campaign ID,Floodlight Configuration,Ad ID,Rendering ID,Creative Version,Site ID (DCM),Placement ID,Country Code,State/Region,Browser/Platform ID,Browser/Platform Version,Operating System ID,Designated Market Area (DMA) ID,City ID,ZIP/Postal Code,Other Data,ORD Value,Interaction Time,Conversion ID,Segment Value 1,Rich Media Event ID,Rich Media Event Type ID,Total Conversions,Total Revenue,Event Timers,Event Counters,Partner1 ID,Partner2 ID,Google Click ID
ID : 1090,https://www.cdiscount.com,impr : 9,8317361,7933180,5915332,1761163,407939,1645219545736,CLICK,1943944,de5b3f4d-097e-4000-a6d5-3802857db511,9451629,8668124,8266318,4710863,3698192,8075,9725496,2446753,,SD,65784523663644,Brave,5667292028,9934792,1127320,4365,'ProduitG':'0',ORD_value164g873,718423,1,9154669,8083729,3352038,qty=0,9254000,etm = 964026,ecn = 7837552,iuprwounbxaxruq832687,teufgdvgpzmvcrd438917,<img src=https://shopping.google.fr?efkvbzommlqicdz>
ID : 1091,https://www.amazon.com,impr : 9,2384184,3871767,4772929,8644558,150603,1645219549510,,4928616,d5c7393c-cae3-4116-b4ee-ae7401772513,8346131,7499931,9495154,1282260,3007898,3040,8478686,161208,,DC,345978365835376,Chrome,9876543098,7331017,1079415,6232,'ProduitB':'U',ORD_value141r141,991257,1,7201814,7339782,9030530,qty=[,4365000,etm = 740666,ecn = 1237898,vzprqunzhczydpd354947,xifoupsawgtbbog764377,<button onclick=https://www.rueducommerce.fr?tagzbyocrvskqpv>
ID : 1092,https://www.amazon.com,impr : 3,1450025,4216899,246291,781499,4411802,1645219553268,,8779239,859eece9-5661-4779-847f-8ca8c018e817,4159175,6516319,4956732,6924094,6512704,4199,7941869,7243789,,PA,65784523663644,Brave,246578965,6902178,2606828,6805,'ProduitD':'7',ORD_value708o578,937811,1,3178352,7662880,361006,qty=[,8803000,etm = 741730,ecn = 5839472,ctkxqdemudppdxw544332,ednhvtlfvxkwrsu999884,<nav a=https://www.cdiscount.com?snlcqvmslljeaeo>
ID : 1093,https://www.rueducommerce.fr,impr : 1,1759175,1071778,1268337,862389,1024046,1645219557020,VIEW,295147,1060d0c9-9baf-4cb3-bd38-d3eaec2d1d04,3055955,3137564,6386642,7323631,8023396,8625,8766795,4935078,,RI,65784523663644,Brave,536637292,2868848,3767869,1737,'ProduitF':'c',ORD_value210b538,10540,2,2430509,7233574,7540864,qty=9,8217000,etm = 539807,ecn = 8273229,juyyjjrriiscctu10800,vksqqhrwakypimm202157,<h1 a=https://ebay.com?klqptfynotubxjd>
ID : 1094,https://alibaba.com,impr : 7,2453720,9467529,3150548,9868473,6199326,1645219560767,CONVERSION,3473818,515060a1-179e-4898-b365-93a5dafef45c,7738446,6109726,4927209,622943,5895419,2398,9689492,8070384,,NC,65784523663644,Brave,5667292028,3681516,1235613,9544,'ProduitG':'E',ORD_value853R288,508187,1,8851165,2749011,9972041,qty=[,7583000,etm = 670700,ecn = 8520315,ndwumarqhozulmu332714,exayfjhpqwrhygt487272,<img src=https://techbargains.com?ibntgxjbsjzprcl>
ID : 1095,https://fnac.com,impr : 2,3997993,7723693,3785577,6097064,6222014,1645219564492,CONVERSION,2707020,c12db853-1d2e-44d4-9fd1-950af2cb0dfc,3765675,6230309,9833270,5678920,8749973,9486,9261714,7809810,,CA,4534637355634,Brave,5667292028,574584,4313169,3245,'ProduitC':'r',ORD_value346C193,303992,2,2599362,9064454,2299097,qty=],7791000,etm = 422516,ecn = 2306590,yocujqexnnsvpej805527,yuhjtsikfublzgu303684,<iframe a=https://airexpress.com?rwjywxrzstuvvlq>
ID : 1096,https://techbargains.com,impr : 5,7997642,8115977,1361548,764118,6483991,1645219568194,VIEW,7627901,6c24af3f-2fd9-475c-8ad9-da85c4156416,4267460,188677,5713306,4913669,3802516,6378,6037702,256169,,GA,2109367534582756,Microsoft Edge,23091978,2459007,5092289,4952,'ProduitC':'m',ORD_value61P184,994778,0,5418496,2183845,885222,qty=],8301000,etm = 491824,ecn = 9248759,lmjcdquaeqxsuur156968,qmprkucxqbsoxih62757,<nav a=https://www.cdiscount.com?bzmhneemwqhuhjm>
ID : 1097,https://www.rueducommerce.fr,impr : 2,8714211,4555979,4011686,9096667,4082816,1645219571907,,7809279,8e720c7a-6666-42a8-ae5c-e67445d2d5b3,3182416,6367762,9663503,2248514,5338829,8550,239296,1337725,,MD,8753685264337,Mozilla Firefox,9876543098,8701803,4405845,6061,'ProduitL':'a',ORD_value325K953,167945,2,3617179,2769384,1129051,qty=8,298000,etm = 924885,ecn = 1162831,euhlqwbkyxcybxu416048,weowvoytpefbhxw53839,<img src=https://ebay.com?tyyzqiumjjpeiia>
ID : 1098,https://www.cdiscount.com,impr : 1,8175853,3362930,8409019,5268753,2199058,1645219575741,CONVERSION,2253484,cb2f8311-2860-4cf8-b9ae-e3ba21b2336c,7266691,6611752,959348,8467206,4814437,8773,1361149,500034,,UT,345978365835376,Chrome,5667292028,4024328,7133890,4762,'ProduitE':'d',ORD_value620E456,217065,2,6691014,4495981,36974,qty=9,2268000,etm = 296483,ecn = 7937963,ryckttakeajaohm221039,onrlophhtjyyzbq61713,<a href=https://fnac.com?waoburmyqlflqry>
ID : 1099,https://ebay.com,impr : 8,5671770,3088908,2338859,8553492,4179165,1645219579537,CLICK,8494802,e0654981-c08c-4edb-aa5f-55c3d10b56f7,5386580,1931094,9061512,1780677,651467,8723,38341,1475805,,CO,345978365835376,Chrome,5667292028,8039816,2545626,3572,'ProduitF':'u',ORD_value319l575,501062,0,175127,6318297,9936594,qty=],454000,etm = 774053,ecn = 8710672,mearwavkbxnjgot321751,dexwrmuceqrnqco256255,<option a=https://shopping.google.fr?szatmwqxknlwwcz>
ID : 1100,https://www.amazon.com,impr : 9,4591531,5818721,7447011,4237757,284518,1645219583306,VIEW,9841652,11991e03-962f-4f7f-b02e-75cd57fbadb6,7855415,2303264,2672261,8635694,943151,2047,6229362,3658595,,TN,8753685264337,Mozilla Firefox,5667292028,7967943,7396063,8849,'ProduitH':'5',ORD_value347V242,822822,1,565041,5896075,4497106,qty=3,2752000,etm = 37843,ecn = 4335786,aesbtlugsvykcte201723,wrplzcnuhbqetlj216121,<a href=https://ebay.com?twasvfxvvufkrzh>
ID : 1101,https://techbargains.com,impr : 1,5464462,3674933,9551600,5611213,3860570,1645219587036,CONVERSION,5951414,639fbab8-de66-42aa-9c34-8cf4060f91f3,9562355,4167575,2609274,2972175,5534622,6135,9476409,2359125,,ME,345978365835376,Chrome,9876543098,1941522,3719584,8644,'ProduitF':'G',ORD_value561U346,446701,1,496915,96102,4744243,qty=[,3199000,etm = 821190,ecn = 483926,oyyhejurjepkqff129007,yaqmnqvawrkukqd69046,<button onclick=https://Booking.com?salsmgtwecvnyab>
ID : 1102,https://techbargains.com,impr : 3,9204345,8492855,1134382,6847225,1097059,1645219590795,VIEW,448676,11991e03-962f-4f7f-b02e-75cd57fbadb6,458094,251431,6472639,9200769,1422364,5099,130990,1161338,,IL,4534637355634,Brave,246578965,211377,1489936,2743,'ProduitE':'S',ORD_value923Y201,218977,0,395184,4753110,3245379,qty=],703000,etm = 44274,ecn = 9965879,jrfwqhuayvgdkma817747,oayhbrrhyhudfet746240,<nav a=https://www.oscaro.com?zybjwuvmbkmaxyh>
ID : 1103,https://www.rueducommerce.fr,impr : 3,2380153,148456,3135788,6625382,5122909,1645219594521,CLICK,2443181,2b00738d-eddf-4711-b389-0577eae36d9d,7067735,760705,6725068,8717342,1903126,3061,5499910,9949177,,AL,2109367534582756,Microsoft Edge,5667292028,539804,8741408,3257,'ProduitA':'2',ORD_value711917,731803,2,8474704,3687041,461594,qty=],1899000,etm = 761836,ecn = 9513126,zrlqvbllopbpkzk757591,zapjexaibcdnrvt41832,<h2 a=https://alibaba.com?ykdcbhwnrtbtmyf>
ID : 1104,https://www.amazon.com,impr : 7,7462315,9159359,6355296,7459114,923988,1645219598242,CLICK,3729449,14a8926c-4ca8-405e-8729-29121ea09ca2,4957801,2663855,9601775,8505242,8254484,171,4629549,1738145,,MI,8753685264337,Mozilla Firefox,23091978,8968487,704030,564,'ProduitH':'C',ORD_value695N446,803243,1,5837042,7866797,4389046,qty=8,5639000,etm = 636387,ecn = 7468682,qthzehaupbeucin355420,xgcfowdezrklmae561949,<h1 a=https://backmarcket.com?selvqbpuhepaukz>
ID : 1105,https://www.rueducommerce.fr,impr : 7,9160821,5041647,2179483,3127567,9422708,1645219601963,CLICK,1004041,2610a7c1-f7dc-4a6a-9410-cc2f8bfe5f2a,9080984,6673203,8365569,6131081,9256930,285,8129628,5175773,,ID,65784523663644,Brave,23091978,50975,6055666,8711,'ProduitL':'x',ORD_value703Y184,861768,0,3661859,8830555,7655847,qty=[,5491000,etm = 234873,ecn = 7139172,mrcivzdtckgxrjo542435,bmltleqtqkvaiwq99256,<h1 a=https://www.cdiscount.com?gcriskkoxptaylm>
ID : 1106,https://airexpress.com,impr : 1,4681759,3517603,2480945,9300127,369049,1645219605713,,8601312,e55c3a2d-67fd-4488-8b5a-38f491306fab,9566525,4480964,1230766,638629,1783276,2866,9865928,1967286,,NH,4534637355634,Brave,5667292028,7389785,6755753,2678,'ProduitE':'C',ORD_value626W937,253057,1,5492823,5917956,7807552,qty=4,6309000,etm = 490297,ecn = 8442863,kvpubrsjzuzacsd771554,iwwmqndmygqwuvs50740,<h1 a=https://fnac.com?jfakxlylsmydotl>
ID : 1107,https://ebay.com,impr : 8,8147539,2383582,8246743,9345886,7503396,1645219609542,,3670483,16bda73d-f4d9-423c-8851-7dc4a185eefe,4928308,4386819,8793097,7647550,1986634,8733,1000271,1037950,,AL,8753685264337,Mozilla Firefox,246578965,9042978,4233456,2557,'ProduitB':'5',ORD_value487O732,598737,1,6290510,9696315,1787688,qty=7,4136000,etm = 297321,ecn = 8193154,yzpmnptrxdbdixn895754,nfllwvfamhkbfrg259951,<img src=https://techbargains.com?pkzhxbcvpmjdfgq>
ID : 1108,https://Booking.com,impr : 5,9241537,3894069,2231464,5057927,5344154,1645219613322,,5806935,f3e868d0-2e94-4767-a867-628c75ef41b2,9922435,7912732,9973077,5879822,3816197,8841,7391913,4847848,,KS,8753685264337,Mozilla Firefox,246578965,3516421,5951493,9776,'ProduitA':'t',ORD_value403h939,77232,1,9204371,675012,3518036,qty=0,6388000,etm = 275961,ecn = 9295515,dbjqqnwtxpafhsf775136,fhrgncwqjfhdqfb123141,<h1 a=https://fnac.com?negkdonsqdeatgt>
ID : 1109,https://shopping.google.fr,impr : 2,9237390,6106070,8459170,8909285,171728,1645219617088,,7060876,5a9f3924-f714-41ea-9432-d60ef22c603c,4515218,8753966,3766008,289540,7230819,8520,3635424,829289,,WY,4534637355634,Brave,5667292028,8055683,9760519,2770,'ProduitG':'0',ORD_value9451409,551276,1,1479354,1443058,4966150,qty=7,5657000,etm = 650388,ecn = 6817493,kvsljfflymaprny428071,wlupnbwguqutbtv612380,<option a=https://airexpress.com?dbzneqindkjpuln>
ID : 1110,https://www.oscaro.com,impr : 8,3901026,3991566,8986883,5758429,9346639,1645219620923,CLICK,9881945,1ce1c2f6-1250-45fe-9793-a2ccc409f58e,1030914,9210167,8949028,8732581,8666232,9285,2494236,7424695,,NC,345978365835376,Chrome,23091978,9472933,4959434,444,'ProduitD':'I',ORD_value7376482,414131,1,6521273,2664023,2012888,qty=0,5658000,etm = 273747,ecn = 8828132,udyxybtbkgfaqkm282304,yhnlbeezeiuvroy163424,<nav a=https://www.rueducommerce.fr?kqaowylppzhllno>
ID : 1111,https://alibaba.com,impr : 2,5173331,4455254,9351376,8270869,6880005,1645219624705,,8044609,b8b8a69b-5990-4bd1-b314-8df7c1a5a7e3,4926505,2072293,191494,3772083,1426750,6899,4268430,7245506,,CA,4534637355634,Brave,5667292028,1398620,738369,7619,'ProduitF':'R',ORD_value91w777,376796,1,3226600,2692148,1083597,qty=2,7505000,etm = 810279,ecn = 5402727,japnpdmebyvbuqy662016,yiavgfqxzlqcriv637311,<nav a=https://fnac.com?zbkxrgkryyyqwuz>
ID : 1112,https://www.amazon.com,impr : 2,6135321,9309761,8936917,4599235,4979531,1645219628475,CONVERSION,4968442,3fbbdb84-d1f5-4482-92cf-1e54ed4a6a1f,8612998,7899710,4833455,1302348,6741568,4513,499894,6339760,,NC,8753685264337,Mozilla Firefox,9876543098,3519206,2937523,2394,'ProduitF':'o',ORD_value152m155,824998,1,3784116,6145218,2293074,qty=0,7016000,etm = 88216,ecn = 3834035,lbquzzcsfpkmwxr573353,nktossftyjlexiu556400,<h1 a=https://fnac.com?dzztjexglwgdund>
ID : 1113,https://www.amazon.com,impr : 3,7181386,8625238,6400131,3614571,3552681,1645219632249,CLICK,8025839,6fe870e6-e32c-45f0-8631-dea44fc0ee01,6066022,7374872,4572555,1410086,4157232,6427,5622262,1547815,,CA,345978365835376,Chrome,23091978,3518495,1467915,7969,'ProduitD':'m',ORD_value103Y223,555946,0,7708141,6709789,8869326,qty=0,7102000,etm = 217676,ecn = 2550362,ymqkkepoxynwwyh803062,jdpiobzzvnkmnir197884,<h1 a=https://www.oscaro.com?yyglexxvkriisbl>
ID : 1114,https://Booking.com,impr :  ,7299453,8159844,5465299,4647816,1750896,1645219636027,,140786,d4e28104-b6d5-4768-84e2-eb844c2f562b,9363819,6393197,7388159,320811,8700741,8739,4389871,6327566,,TN,65784523663644,Brave,246578965,6960703,5507570,707,'ProduitF':'H',ORD_value9333948,574771,1,6456450,3028629,3190394,qty=0,7389000,etm = 983368,ecn = 4781551,lnyijfqyhqcoelr840229,rtpvjmplgtfnzdw479545,<img src=https://www.amazon.com?xdpmrezbxxpebrs>
ID : 1115,https://ebay.com,impr : 2,4207097,7774773,4739133,7924602,1988568,1645219639837,CLICK,539794,b99d2d13-cd30-4e5b-abb3-2a7bd8829951,8520861,7920713,4629528,9438808,4674205,906,7857559,6194124,,NM,2109367534582756,Microsoft Edge,9876543098,2631396,5462822,4628,'ProduitB':'9',ORD_value994o660,603754,0,8352781,6501795,9509311,qty=],354000,etm = 465785,ecn = 7267105,ekxmgwnlwwhqfum609216,iibhjzycffrbxjo916369,<img src=https://Booking.com?vbomgtoykdyotlm>
ID : 1116,https://www.cdiscount.com,impr : 2,6342227,2820180,7850128,8549895,6672832,1645219643648,,8865103,d6e35c20-8529-4fe2-8084-6d98dc466fc1,823641,6202690,3232663,5268097,4082966,9004,6103306,6554602,,WY,8753685264337,Mozilla Firefox,246578965,2359924,3860619,9504,'ProduitC':'c',ORD_value251Q99,625353,2,1493425,7772667,8806315,qty=],1909000,etm = 260572,ecn = 1712359,hggzltpozxwcggw184879,nigccdytojxsrod105888,<h1 a=https://alibaba.com?hyvskiwdupxtzkb>
ID : 1117,https://www.rueducommerce.fr,impr :  ,4311317,6511922,2518334,5529569,9215663,1645219647448,CLICK,7197806,3fbbdb84-d1f5-4482-92cf-1e54ed4a6a1f,5650958,7100073,2500299,9926206,2964933,9022,8143737,2561924,,IA,345978365835376,Chrome,5667292028,7767879,4420769,2642,'ProduitE':'K',ORD_value349I227,530569,0,3910869,6148859,6882827,qty=0,2305000,etm = 316720,ecn = 5776136,abkjksnsjwpmbpi960612,dyrduvhkwrhmvqv199973,<a href=https://alibaba.com?dndghrsqpnpartt>
ID : 1118,https://www.oscaro.com,impr : 2,7403956,8535063,3683430,8508936,420639,1645219651235,,6685042,3fbbdb84-d1f5-4482-92cf-1e54ed4a6a1f,9594506,3916497,6501657,6340556,6356161,6906,3989784,5007752,,WA,345978365835376,Chrome,5667292028,7335544,400350,8560,'ProduitH':'c',ORD_value6309763,679594,0,6815367,6009507,9574006,qty=[,7402000,etm = 371236,ecn = 3208725,rcwsqyahrmxmktl109303,kydkorxjzydfwsq741687,<a href=https://www.rueducommerce.fr?alsxtogiojzxysd>
ID : 1119,https://backmarcket.com,impr : 5,3531763,7984412,8901127,9882412,8999556,1645219654982,CONVERSION,3514826,6c24af3f-2fd9-475c-8ad9-da85c4156416,5515287,5009123,2113076,9255807,6005543,454,1472493,8212907,,FL,65784523663644,Brave,9876543098,6338492,8547567,1043,'ProduitB':'j',ORD_value897z787,514076,2,8334706,600880,6196062,qty=],931000,etm = 816864,ecn = 7071223,ncdiuvrmgjyeikh36967,dqyvcmloshcakyz219302,<nav a=https://techbargains.com?orjaepnwdqljgbd>
ID : 1120,https://www.amazon.com,impr : 7,9777969,4080053,983454,9696318,8708098,1645219658782,CONVERSION,5112205,df33c2e9-1bb7-46de-84ae-8a0fde0720a6,720346,4235555,8051821,7582685,435302,2182,6575616,5023046,,WV,345978365835376,Chrome,5667292028,4734414,7751403,9129,'ProduitE':'m',ORD_value473z788,52285,1,1732133,6602696,3596913,qty=4,8908000,etm = 761706,ecn = 8637939,xdvbdxvekryyhth794158,jpjgilbyegxuhbc278287,<h1 a=https://www.cdiscount.com?twrtouqiaqjkmge>
ID : 1121,https://ebay.com,impr :  ,6976898,378953,6278956,7197703,8210996,1645219662606,CLICK,2862115,cee88382-9c1f-47d4-8d19-47470d62fca9,4696709,2282855,4280343,4411717,1552709,4315,3343744,2651825,,NJ,345978365835376,Chrome,9876543098,4961637,2897087,4403,'ProduitG':'u',ORD_value108B738,153634,0,942136,2854087,4027935,qty=2,1575000,etm = 219489,ecn = 6396878,socsemdmswddjxf478450,yltkhasnshugpml725207,<button onclick=https://Booking.com?jahzdxsnjwnjlrj>
ID : 1122,https://airexpress.com,impr : 4,9709761,941395,815672,4466228,6033575,1645219666401,,602973,f3e868d0-2e94-4767-a867-628c75ef41b2,5577380,5515502,7891184,4209191,7423295,8907,9560527,666844,,MT,8753685264337,Mozilla Firefox,5667292028,9731340,1614391,3664,'ProduitB':'A',ORD_value112U857,534558,2,5909337,4811880,5645282,qty=[,5674000,etm = 942008,ecn = 2050764,zsggrjpatfwmzhb903376,elxfljqktdgcwll275154,<iframe a=https://fnac.com?xxcsqpawavzyejx>
ID : 1123,https://shopping.google.fr,impr : 0,6379820,54364,2083878,2910308,2896558,1645219670181,,166259,df33c2e9-1bb7-46de-84ae-8a0fde0720a6,9294416,2139213,3701326,9429597,9329424,4480,9219713,9523951,,NY,345978365835376,Chrome,23091978,1421240,8351762,3741,'ProduitC':'0',ORD_value760f612,625356,2,82323,5241334,3258187,qty=2,1894000,etm = 582147,ecn = 7423891,gaxqhpwjbssjlca301032,tmurcpzlhtjcirz781510,<h1 a=https://shopping.google.fr?xccaogoyplcmldp>
ID : 1124,https://airexpress.com,impr : 0,567429,4026350,5817727,7504821,746371,1645219674027,,5684279,3a653b26-c940-4e60-8b91-47b760c74c5e,6716162,6292820,825113,6036828,7320805,5663,9086603,6703521,,DE,345978365835376,Chrome,23091978,7132297,7238581,1115,'ProduitD':'0',ORD_value228W536,618974,0,234798,8164353,1329647,qty=6,5479000,etm = 836174,ecn = 7711087,hxhkvnbsntmvxmt969349,pkqfvhkqwbdnhij121487,<iframe a=https://fnac.com?htsantwfhmsrzbj>
ID : 1125,https://airexpress.com,"impr : ,",1798483,1910545,882351,9659323,6058948,1645219677836,VIEW,8991810,7f1ab347-ca82-4fda-ae17-5303929ea941,8645267,825857,6885183,5260029,7360418,3980,5140118,3616001,,WY,65784523663644,Brave,5667292028,852628,7360490,5834,'ProduitH':'1',ORD_value608Z438,711072,1,6872683,643147,1659939,qty=4,3224000,etm = 286560,ecn = 6234390,cmggbqguqbdomln514704,ovzwegsmrvgzlmr76193,<h2 a=https://backmarcket.com?aarhafqxnjqxplg>
ID : 1126,https://techbargains.com,"impr : ,",3996333,5533870,3779947,9305224,5339952,1645219681626,CONVERSION,3803660,6e026b7c-b6d3-4608-8d04-8077cea6853e,4227407,8883291,752141,9272073,6819101,6312,6959498,2562253,,NE,8753685264337,Mozilla Firefox,5667292028,7376856,7969990,1577,'ProduitL':'k',ORD_value708a108,341537,1,4725515,3001113,963187,qty=[,7450000,etm = 551410,ecn = 1163147,evucitmfgpqtjwz105937,evowutdjmpbwjnv18646,<option a=https://www.oscaro.com?dhgkxebezawbcgf>
ID : 1127,https://backmarcket.com,impr : 9,7468619,4522853,7526884,6602850,962844,1645219685393,CLICK,5515544,c39b99f8-16e6-4574-bd1b-873cde411e87,2494827,4771740,4620919,2357816,1073960,6435,7057799,598989,,UT,4534637355634,Brave,9876543098,1286576,1767592,5582,'ProduitH':'7',ORD_value271n194,822570,2,4325249,5783834,9543419,qty=0,4535000,etm = 244829,ecn = 2622080,zmegvyqietfgdbd761507,wpwgoutrfqtygsb114352,<a href=https://www.rueducommerce.fr?sowzmtqutocpxwu>
ID : 1128,https://www.amazon.com,impr :  ,8318237,9508743,5617931,1888972,3801210,1645219689182,CONVERSION,7579101,515060a1-179e-4898-b365-93a5dafef45c,6521820,8025762,5833230,8147984,689669,774,2455267,2495931,,IL,2109367534582756,Microsoft Edge,5667292028,9815505,9534806,9200,'ProduitE':'H',ORD_value792i687,572520,2,360878,4708141,6614977,qty=7,9102000,etm = 293181,ecn = 7446271,busbiqkqvjlznea405937,rwwtcjihxdfmcwr87079,<iframe a=https://techbargains.com?lqazacerspcsxkr>
ID : 1129,https://Booking.com,impr : 9,3663101,6916813,6781666,709632,8514507,1645219692967,,5654452,47259d1e-c172-4886-a893-675658ed9272,47875,7886014,5911105,6468190,194981,2290,9105525,2562606,,ME,8753685264337,Mozilla Firefox,5667292028,2359584,5243372,2264,'ProduitE':'d',ORD_value387f670,495946,0,5827747,3464821,7999312,qty=2,6011000,etm = 509116,ecn = 4603156,sfpndaisacoagdf622806,ujiittstvzzstqt712252,<h2 a=https://backmarcket.com?kssolyubjxlukpz>
ID : 1130,https://airexpress.com,impr : 7,8831069,6782457,1955494,4283435,8840647,1645219696723,CONVERSION,9315580,d5c7393c-cae3-4116-b4ee-ae7401772513,2533351,5405724,8834123,4711481,4648758,480,7632811,6634525,,VA,2109367534582756,Microsoft Edge,246578965,6644872,5092380,4099,'ProduitA':'u',ORD_value278s921,137794,0,4651975,8395904,5621612,qty=9,8319000,etm = 742133,ecn = 8077627,mjoaxntgyhftbat35304,mueknbywssocbvq807521,<button onclick=https://backmarcket.com?usszkjhcyfdwiaa>
ID : 1131,https://airexpress.com,impr :  ,4410652,432480,7253327,5402669,9602789,1645219700479,CONVERSION,7797955,8df7d2b9-23bd-4bf7-83b1-8c85d924e728,1585390,8881992,3790101,646960,5437493,9667,5661281,2599185,,CT,8753685264337,Mozilla Firefox,9876543098,7879014,8297616,3701,'ProduitB':'i',ORD_value972a518,869701,1,2264159,4363506,9854257,qty=],6784000,etm = 742212,ecn = 3806591,ukjsinoxslmnryh437189,hidhzixcbshaskh151986,<iframe a=https://techbargains.com?ygcbfrxyymbfwog>
ID : 1132,https://www.rueducommerce.fr,impr : 2,1797532,1798043,8747896,5519819,582393,1645219704341,VIEW,1488685,14fd4f30-086b-4f8f-8923-24188fd63315,3000897,646546,8881448,8402576,4573104,7929,102233,9961109,,MI,345978365835376,Chrome,246578965,1755698,6418309,6301,'ProduitF':'j',ORD_value323z93,22507,0,5920711,7434734,7215921,qty=9,517000,etm = 658161,ecn = 9464235,vnpbnbsqipesxnc742592,qizfojlsmuxbvft910747,<h2 a=https://backmarcket.com?rmrpdbbspbotoih>
ID : 1133,https://www.amazon.com,impr : 0,8375058,9607632,3052031,4074755,5847162,1645219708178,CLICK,202023,1ce1c2f6-1250-45fe-9793-a2ccc409f58e,2638562,2331119,3647640,1369614,9546093,3620,1275492,748528,,VA,4534637355634,Brave,536637292,5641350,8698537,214,'ProduitC':'i',ORD_value28i827,270850,0,3050603,7969239,2958165,qty=8,4526000,etm = 257814,ecn = 4593737,zhymkwtbaudkify939923,chibqonzsthotfz659557,<button onclick=https://techbargains.com?ziejmfchwiuvbcb>
ID : 1134,https://Booking.com,impr : 0,8865927,1842123,5866220,9906990,3069976,1645219712020,VIEW,6510693,7c2205a1-03f1-4f7f-8ef7-a5c192cb3e3a,5358200,2518993,555646,2832135,1364036,7656,1098915,9734148,,WV,4534637355634,Brave,5667292028,851014,1453362,3653,'ProduitG':'c',ORD_value5685922,958591,0,1013161,8922673,7643584,qty=3,1571000,etm = 554265,ecn = 7714462,ogbvdygjmxetigm446817,jtuxlilarpqbrjy240442,<img src=https://shopping.google.fr?ktxofyohtlmzghr>
ID : 1135,https://www.cdiscount.com,impr : 4,9500406,3315892,6735446,1188938,4426509,1645219715802,VIEW,8269980,df33c2e9-1bb7-46de-84ae-8a0fde0720a6,6124190,6423826,1789370,424549,404433,8067,7634947,8434953,,MS,65784523663644,Brave,536637292,3671384,5767136,2597,'ProduitD':'C',ORD_value667D795,864702,2,6982649,9065680,6844721,qty=5,8900000,etm = 188414,ecn = 7413117,cgfxyzkmcykzbne423501,leyugsciwhrscvj2589,<img src=https://Booking.com?vnmegfriiyhanlm>
ID : 1136,https://airexpress.com,impr : 9,5609921,7744805,9363930,4574553,4784806,1645219719586,CONVERSION,5546898,fc287325-f275-42e9-8a16-33570115f431,9053216,6406779,6646895,9597818,7377395,7546,7588665,4969916,,RI,65784523663644,Brave,23091978,6203536,3379019,33,'ProduitB':'3',ORD_value493U496,730061,1,4274612,3542058,9943034,qty=6,743000,etm = 883721,ecn = 1650456,qxquetqgaeagsxp347357,jxztqpuenrzroxy420557,<option a=https://airexpress.com?lkgvrnmnebquuxb>
ID : 1137,https://www.cdiscount.com,impr : 9,268993,3640002,9950954,3651775,1251366,1645219723365,CONVERSION,5919215,0a8425bb-e952-42c7-a84e-f2c362a9ebad,5618867,4233713,9634130,9566804,3756728,8873,8166359,3839100,,ND,65784523663644,Brave,9876543098,8780898,1586967,5151,'ProduitB':'Y',ORD_value242p104,142368,0,6958752,4225013,9331548,qty=],1637000,etm = 962904,ecn = 1814493,wternfltcchmrko557001,bgxcjhqzxcnaybu827014,<a href=https://alibaba.com?qpzfqtqirmazlvp>
ID : 1138,https://www.cdiscount.com,impr :  ,544881,2932216,1046970,848983,2818386,1645219727151,CLICK,6520764,de5b3f4d-097e-4000-a6d5-3802857db511,504674,2334383,6308103,7560992,8121164,8965,7668600,1629547,,NC,8753685264337,Mozilla Firefox,5667292028,1684078,4513360,6116,'ProduitC':'c',ORD_value653U410,74119,1,8017777,4054408,1863172,qty=1,5123000,etm = 486803,ecn = 7202578,lpisxbzumbocdpx461986,ptwqvguwumaicpm715033,<nav a=https://www.amazon.com?ubefclngkozwqqk>
ID : 1139,https://www.cdiscount.com,"impr : ,",382791,6528540,763390,8298190,1146488,1645219730869,CONVERSION,7755632,16bda73d-f4d9-423c-8851-7dc4a185eefe,7161899,3805728,9311012,1542937,8040889,5812,7336992,6537820,,MD,4534637355634,Brave,5667292028,3739485,4560354,9027,'ProduitH':'A',ORD_value608n164,448307,2,7092603,3798209,8007043,qty=6,2452000,etm = 732837,ecn = 5736360,dhrsuncoxvjjtpw204748,sbvjvoexgbpbhut643769,<h1 a=https://techbargains.com?gazpzxffnkydhdr>
ID : 1140,https://www.oscaro.com,"impr : ,",1590378,3090947,304953,2762079,1305668,1645219734639,VIEW,4507431,8df7d2b9-23bd-4bf7-83b1-8c85d924e728,6164163,8970735,5878748,2588849,3552764,6896,2907734,910300,,CO,2109367534582756,Microsoft Edge,9876543098,2587576,4418437,9758,'ProduitL':'U',ORD_value936g80,811940,0,1093563,205379,1673540,qty=0,2113000,etm = 450388,ecn = 5571024,oomzmdggldggbfd183333,uyrisqmmftnzpqr45861,<h1 a=https://fnac.com?ovlqziyjugoqhwm>
